,id,name,type,summary,difficulty,stars,starVotes,location,length,ascent,descent,high,low,longitude,latitude,conditionStatus,conditionDetails,conditionDate,popular_vote
210,7022572,Whites - Thomas - Dry Pond Loop,Hike,"An epic loop connecting Whites Creek Trail, Dry Pond Trail, and Upper Thomas Creek Trail.",Intermediate,4.5,11,"Reno, Nevada",6.5,1019,-1017,6962,5945,-119.848,39.3781,Minor Issues,"Snowy, Some Mud, Icy: Hiked Thomas Creek trail 1/20/20. Very pretty but very slippery due to ice on trails. Bring clip-ons for shoes for traction",2020-02-06 18:32:13,49.5
211,7018615,Tuolumne Grove of Giant Sequoias,Hike,A hike to the second largest grove of Giant Sequoias in Yosemite.,Easy/Intermediate,4.2,13,"Yosemite Valley, California",2.7,496,-496,6222,5747,-119.8055,37.7582,Unknown,,1970-01-01 00:00:00,54.6
212,7084235,Chalk Mountain Loop,Hike,Good loop for training uphills and downhills.,Difficult,4.0,2,"Brookdale, California",16.9,2767,-2767,1569,18,-122.2796,37.0971,All Clear,"Mostly Dry, Some Mud",2020-01-19 17:23:25,8.0
213,7007574,Harden Lake Trail,Hike,"Reach a pretty lake via an easy river-side trail dotted with cascades, swimming holes & wildflowers.",Easy,3.0,1,"Yosemite Valley, California",5.9,499,-499,7862,7449,-119.6489,37.8703,Unknown,,1970-01-01 00:00:00,3.0
214,7009501,Hunter Creek Trail,Hike,"An out-and-back, mostly sun-exposed, path along Hunter Creek, featuring a waterfall.",Intermediate,4.0,24,"Mogul, Nevada",6.0,1175,-1174,6138,4984,-119.8947,39.4929,Unknown,,1970-01-01 00:00:00,96.0
215,7042741,Ballardini Ranch Figure 8 Trail,Hike,A double loop trail through Ballardini Ranch.,Intermediate,4.5,2,"Reno, Nevada",2.3,227,-233,5050,4833,-119.8216,39.4475,Unknown,,1970-01-01 00:00:00,9.0
216,7022564,Hunter Lake Loop,Hike,A challenging trail with several steep sections but beautiful scenery.,Intermediate/Difficult,4.0,5,"Reno, Nevada",4.1,744,-723,5856,5231,-119.8545,39.4754,Unknown,,1970-01-01 00:00:00,20.0
217,7018030,Tamarack and Cascade Creek Tour,Hike,"Escape the typical crowds on this enjoyable, wildflower-filled traverse of Yosemite's western region",Intermediate/Difficult,3.0,1,"Yosemite Valley, California",8.0,1418,-1418,6015,4876,-119.7364,37.7145,Unknown,,1970-01-01 00:00:00,3.0
218,7013435,Porcupine Creek - North Dome,Hike,"Travel from Porcupine Creek on Tioga Road to North Dome, with stunning views of Half Dome.",Intermediate,4.7,21,"Yosemite Valley, California",8.7,1206,-1207,8084,7437,-119.5453,37.8067,Unknown,,1970-01-01 00:00:00,98.7
219,7004499,Bridalveil Falls Trail,Hike,"A short jaunt to one of Yosemite's most accessible marvels, the 600' Bridalveil Falls.",Easy,4.3,60,"Yosemite Valley, California",0.4,98,-98,4052,3954,-119.6509,37.7168,All Clear,Dry,2020-02-01 08:34:49,258.0
220,7013891,North Dome Out and Back,Hike,A hike to the top of Upper Yosemite Falls and out to North Dome for great views of the Valley.,Intermediate/Difficult,4.1,7,"Yosemite Valley, California",15.5,4760,-4760,7600,4030,-119.6022,37.7424,Unknown,,1970-01-01 00:00:00,28.699999999999996
221,7018025,Eagle Peak and Yosemite Falls Extravaganza,Hike,A challenging climb past Upper and Lower Yosemite Falls to spectacular Eagle Peak vistas.,Intermediate/Difficult,4.6,14,"Yosemite Valley, California",11.0,3840,-3840,7704,4035,-119.6022,37.7424,Minor Issues,"Snowy, Icy - Trail to Upper Fall is clear. As you head toward Eagle Peak, the trail turns to ice and some snow. Recommend micro spikes.",2020-02-20 17:27:59,64.39999999999999
222,7045115,Upper Yosemite Falls and Yosemite Point Hike,Hike,"Hike to the top of Yosemite Falls, and then to Yosemite Point for amazing views of the valley and surrounding mountains.",Intermediate/Difficult,4.8,45,"Yosemite Valley, California",8.0,3374,-3374,6939,4035,-119.6022,37.7424,All Clear,Dry,2020-01-31 17:28:33,216.0
223,7004501,Lower Yosemite Fall Trail,Hike,Revel in stunning views of Yosemite Falls in its entirety and walk to the base of the Lower Fall.,Easy,4.4,114,"Yosemite Valley, California",1.0,75,-84,4033,3964,-119.5962,37.7464,Unknown,,1970-01-01 00:00:00,501.6
224,7004765,Cook's Meadow Loop,Hike,Hike through the heart of it all!,Easy,4.3,9,"Yosemite Valley, California",1.2,31,-30,3992,3961,-119.5875,37.7484,Unknown,,1970-01-01 00:00:00,38.699999999999996
225,7035810,Yosemite Valley Traverse,Hike,An amazing Yosemite Valley hike to Glacier Point that starts at the Four Mile Trail trailhead and ends at Happy Isle.,Intermediate/Difficult,4.7,13,"Yosemite Valley, California",13.1,3990,-3931,7255,3988,-119.6018,37.734,Unknown,,1970-01-01 00:00:00,61.1
226,7006279,High Sierra Camp: May Lake- Glen Aulin- Tuolumne Meadows,Hike,An exceptional route with views of everything from granite cliffs to cascading waterfalls.,Intermediate,4.8,4,"Yosemite Valley, California",19.8,2547,-2003,9376,7897,-119.4705,37.8257,Unknown,,1970-01-01 00:00:00,19.2
227,7018036,Clouds Rest Viewpoint Trail,Hike,Incredibly stupendous side-on views of Half Dome are the highlight of this hike.,Intermediate/Difficult,4.8,49,"Yosemite Valley, California",12.4,2129,-2130,9765,8157,-119.47,37.8257,Unknown,,1970-01-01 00:00:00,235.2
228,7014157,Dewey Point,Hike,A beautiful route through the forests to a lookout point over Yosemite Valley,Intermediate,4.7,6,"Yosemite Valley, California",8.0,835,-834,7572,7241,-119.6617,37.6625,Unknown,,1970-01-01 00:00:00,28.200000000000003
229,7004770,Mirror Lake Loop,Hike,A beautiful loop through Tenaya Canyon.,Easy/Intermediate,3.9,70,"Yosemite Valley, California",4.7,290,-289,4160,3997,-119.5603,37.7393,Unknown,,1970-01-01 00:00:00,273.0
230,7004500,Glacier Point,Hike,Come for the sunrise or stay for the sunset - the view from Glacier Point is spectacular.,Easy,4.7,28,"Yosemite Valley, California",0.5,135,-135,7200,7067,-119.5744,37.7276,Unknown,,1970-01-01 00:00:00,131.6
231,7055009,Saddlebag Lake to Conness Lakes,Hike,A hike to the glacial-fed Conness Lakes above Saddlebag Lake with colors of the lake’s water changing before my eyes.,Intermediate,5.0,2,"Bridgeport, California",9.0,842,-843,10776,10106,-119.2721,37.965,Unknown,,1970-01-01 00:00:00,10.0
232,7009377,Sentinel Dome,Hike,An easy trail with some great westward sunset views on top of the dome.,Easy/Intermediate,4.7,55,"Yosemite Valley, California",2.1,350,-349,8065,7715,-119.5867,37.7129,Unknown,,1970-01-01 00:00:00,258.5
233,7009786,Taft Point,Hike,A short trail from the Glacier Point Road to an excellent perch to view the valley and the sunset.,Easy/Intermediate,4.5,37,"Yosemite Valley, California",2.3,276,-276,7721,7502,-119.5864,37.7126,Unknown,,1970-01-01 00:00:00,166.5
234,7053919,Taft Point to Sentinel Dome Loop,Hike,"The longer way to see Taft Point and Sentinel Dome, arguably the best way (without having to kill your knees).",Intermediate,4.9,17,"Yosemite Valley, California",5.5,1051,-1043,7980,7304,-119.5864,37.7127,Unknown,,1970-01-01 00:00:00,83.30000000000001
235,7004777,Vernal and Nevada Falls Loop,Hike,A splendid loop past two of Yosemite's most powerful cascades.,Intermediate/Difficult,4.8,251,"Yosemite Valley, California",6.2,1999,-1998,6022,4048,-119.5583,37.7326,All Clear,"Snowy, Icy - Some icy sections on JMT but relatively clear. JMT above Clark Point is closed",2020-02-11 08:51:00,1204.8
236,7005207,Half Dome,Hike,THE premier route in Yosemite. Hike to the top of the most iconic granite dome in the USA.,Difficult,4.9,187,"Yosemite Valley, California",14.5,4457,-4457,8476,4083,-119.5583,37.7325,All Clear,,2019-11-17 23:03:06,916.3000000000001
237,7050920,Happy Isles to Clouds Rest,Hike,Hike to Clouds Rest from the Yosemite Valley.,Difficult,5.0,3,"Yosemite Valley, California",18.3,5782,-5782,9729,4047,-119.5581,37.7324,Unknown,,1970-01-01 00:00:00,15.0
238,7009772,Lembert Dome,Hike,"A short, uncrowded hike that leads you to majestic views of Tuolumne Meadows.",Intermediate,4.5,13,"Yosemite Valley, California",2.3,624,-622,9383,8762,-119.3389,37.8785,Unknown,,1970-01-01 00:00:00,58.5
239,7012515,Yosemite Backcountry Loop,Hike,An epic jaunt through the remote northern reaches of Yosemite National Park.,Difficult,5.0,3,"Yosemite Valley, California",60.6,10264,-10264,10100,4368,-119.3344,37.8776,Unknown,,1970-01-01 00:00:00,15.0
240,7006299,Tuolumne Meadows to Elizabeth Lake: Out-N-Back,Hike,A smooth hike that peaks at a spectacular view of Elizabeth Lake at the base of Cathedral Peak.,Intermediate,4.3,3,"Yosemite Valley, California",8.1,1023,-1023,9504,8641,-119.3346,37.8771,Unknown,,1970-01-01 00:00:00,12.899999999999999
241,7018037,Mono Meadow Sampler,Hike,"This short outing offers an wildflower-laden meadow, a creek for wading and a good Valley viewpoint.",Intermediate,3.0,1,"Yosemite Valley, California",3.6,449,-451,7258,6880,-119.5852,37.6713,Unknown,,1970-01-01 00:00:00,3.0
242,7017960,Swinging Bridge Loop,Hike,The highlights of this enjoyable loop include swimming holes and a high bridge that sways,Easy,3.4,8,"Oakhurst, California",4.8,392,-393,4243,3974,-119.6561,37.538,Unknown,,1970-01-01 00:00:00,27.2
243,7017963,Grand Tour of Sequoias in Mariposa Grove,Hike,Prepare to be impressed by all of the famous giant sequoia trees and the magnificent upper grove.,Intermediate,4.7,13,"Oakhurst, California",3.3,1092,-244,6729,5644,-119.6098,37.5026,Unknown,,1970-01-01 00:00:00,61.1
244,7084586,Rutherford and Anne Lakes,Hike,"Short hike to the spectacular Rutherford Lake and the warmer and greener Anne Lake, which has great camping.",Intermediate/Difficult,4.0,1,"Yosemite Valley, California",1.1,257,-274,9761,9521,-119.3705,37.5923,Unknown,,1970-01-01 00:00:00,4.0
245,7084589,Rainbow and Ruth Lakes Trail,Hike,Unmaintained trail winds up ridge with amazing panoramas of surrounding mountains to two more beautiful Sierra lakes.,Difficult,3.0,1,"Yosemite Valley, California",1.8,562,-111,9369,8900,-119.3529,37.5765,Unknown,,1970-01-01 00:00:00,3.0
246,7012727,Buck Ridge at Lake Hensley,Hike,"A great trail for hikers and trail runners with hills, oaks, and lake views.",Intermediate,4.0,4,"Bonadelle Ranchos-Madera Ranchos, California",5.9,571,-568,740,543,-119.8694,37.1214,Unknown,,1970-01-01 00:00:00,16.0
247,7018019,Angel Falls and McLeod Flat from Bass Lake,Hike,A well-used lower portion of Willow Creek Trail. Few hike the more secluded trail above Angel Falls.,Easy/Intermediate,3.8,6,"Oakhurst, California",1.0,240,-240,3762,3544,-119.57,37.3346,All Clear,,2019-12-28 17:35:49,22.799999999999997
248,7085060,Norris Lake Trail to Jackass Lakes,Hike,Two beautiful lakes at 8600 and 9100 feet make good targets for early season hikes.,Intermediate/Difficult,3.0,1,"Mammoth Lakes, California",7.5,1741,-1740,9209,7498,-119.3154,37.5275,Unknown,,1970-01-01 00:00:00,3.0
249,7084524,Lillian Lake Loop,Hike,"Lillian Lake is beautiful, but what makes this a great hike are the other spectacular lake basins that it passes near.",Intermediate/Difficult,4.0,1,"Mammoth Lakes, California",12.5,2045,-2056,9008,7498,-119.3008,37.5317,Unknown,,1970-01-01 00:00:00,4.0
250,7056148,Pincushion Hill Climb,Hike,Exhilarating one mile and 1000 feet hill climb!,Intermediate/Difficult,4.1,8,"Auberry, California",2.7,874,-872,1474,600,-119.6484,37.0383,All Clear,Dry,2020-02-05 11:40:02,32.8
251,7023886,Jedediah Smith Memorial Trail,Trail,A popular urban trail that hugs the American River.,Easy,3.5,8,"Sacramento, California",32.7,821,-373,477,22,-121.5077,38.6009,Unknown,,1970-01-01 00:00:00,28.0
252,7021997,Auto Access Route,Trail,"A wide, dirt road to enter the Yolo Bypass Wildlife Area with parking lots at various trailheads.",Intermediate,2.0,2,"Davis, California",4.7,12,-14,17,12,-121.6364,38.5632,Unknown,,1970-01-01 00:00:00,4.0
253,7021993,Pedestrian Trail,Trail,"A wide, pedestrian-friendly path through the wetlands and grasslands with great birding opportunity.",Easy,3.0,1,"Davis, California",2.7,4,-7,15,11,-121.6261,38.5505,Unknown,,1970-01-01 00:00:00,3.0
254,7089185,Perimeter Trail,Trail,Needs Summary,Easy,0.0,0,"Carmichael, California",2.8,62,-62,100,60,-121.3129,38.6145,Unknown,,1970-01-01 00:00:00,0.0
255,7084277,Main Trail,Trail,The main out-and-back trail at Effie Yeaw Nature Center.,Easy,3.0,1,"Carmichael, California",0.5,6,-8,77,72,-121.3127,38.6168,Unknown,,1970-01-01 00:00:00,3.0
256,7089184,Connector Trail,Trail,Needs Summary,Easy,0.0,0,"Carmichael, California",0.1,1,-1,74,73,-121.3086,38.615,Unknown,,1970-01-01 00:00:00,0.0
257,7089181,Meadow Trail,Trail,Needs Summary,Easy,0.0,0,"Carmichael, California",0.5,9,-6,76,69,-121.3106,38.617,Unknown,,1970-01-01 00:00:00,0.0
258,7089178,Bluff Trail,Trail,Needs Summary,Easy,3.0,1,"Carmichael, California",0.3,5,-24,81,62,-121.3113,38.6177,Unknown,,1970-01-01 00:00:00,3.0
259,7089180,Pond Trail,Trail,Needs Summary,Easy,0.0,0,"Carmichael, California",0.4,6,-5,75,70,-121.3104,38.6171,Unknown,,1970-01-01 00:00:00,0.0
260,7089182,Natoma Trail,Trail,Needs Summary,Easy,0.0,0,"Carmichael, California",0.1,3,-5,75,70,-121.3102,38.6172,Unknown,,1970-01-01 00:00:00,0.0
261,7089183,Woodland Trail,Trail,Needs Summary,Easy,0.0,0,"Carmichael, California",0.2,2,-4,74,71,-121.309,38.6172,Unknown,,1970-01-01 00:00:00,0.0
262,7089179,Riverview Trail,Trail,Needs Summary,Easy,0.0,0,"Carmichael, California",0.5,9,-5,77,68,-121.3078,38.6196,Unknown,,1970-01-01 00:00:00,0.0
263,7030342,Putah Creek North Levee Trail,Trail,A wide and generally flat gravel/paved levee access road running along Putah Creek Riparian Reserve.,Easy,2.3,3,"Davis, California",2.9,38,-19,73,48,-121.7572,38.5182,All Clear,,2019-11-15 21:45:27,6.8999999999999995
264,7023697,Boardwalk Trail,Trail,Needs Summary,Easy,3.0,1,"Thornton, California",0.3,1,-2,13,11,-121.4403,38.2697,Unknown,,1970-01-01 00:00:00,3.0
265,7023699,Lost Slough Wetlands Walk Trail,Trail,"An easy loop trail that passes sloughs, marshes, and groves of oak.",Easy,3.0,1,"Thornton, California",1.1,20,-20,20,11,-121.4396,38.2659,Unknown,,1970-01-01 00:00:00,3.0
266,7023703,River Walk Trail,Trail,A peaceful trail that is primed for quiet exploration.,Easy,3.0,1,"Thornton, California",2.9,67,-69,51,9,-121.4382,38.2665,Unknown,,1970-01-01 00:00:00,3.0
267,7023704,River Walk Connector,Connector,,Easy,0.0,0,"Thornton, California",0.2,1,0,14,12,-121.4387,38.2629,Unknown,,1970-01-01 00:00:00,0.0
268,7030343,Putah Creek Riparian Reserve Trail,Trail,A winding and narrow trail running along Putah Creek within the Riparian Reserve.,Easy/Intermediate,3.3,6,"Davis, California",3.1,120,-139,73,30,-121.8047,38.5273,Minor Issues,Some Mud - Some logs to duck under/walk over,2020-02-02 13:28:38,19.799999999999997
269,7023714,River Walk Extension,Connector,,Easy,3.0,1,"Thornton, California",0.1,1,0,18,17,-121.438,38.2609,Unknown,,1970-01-01 00:00:00,3.0
270,7023705,River Walk Spur,Connector,,Easy,0.0,0,"Thornton, California",0.1,0,-1,11,9,-121.4346,38.261,Unknown,,1970-01-01 00:00:00,0.0
271,7019087,South Lake Natoma Bike Path,Trail,A multi-use trail along the south of Lake Natoma.,Easy/Intermediate,3.0,2,"Folsom, California",5.7,144,-191,175,108,-121.1786,38.6791,Unknown,,1970-01-01 00:00:00,6.0
272,7089201,Antelope Creek Trail,Trail,Needs Summary,Easy,0.0,0,"Roseville, California",1.5,33,-38,197,169,-121.2655,38.7594,Unknown,,1970-01-01 00:00:00,0.0
273,7089200,Secret Ravine Trail,Trail,Needs Summary,Easy,0.0,0,"Roseville, California",2.3,161,-92,252,183,-121.2527,38.7608,Unknown,,1970-01-01 00:00:00,0.0
274,7089196,False Ravine Trail,Trail,Needs Summary,Easy,0.0,0,"Roseville, California",1.6,146,-6,344,204,-121.2463,38.7577,Unknown,,1970-01-01 00:00:00,0.0
275,7089197,Miners Ravine Trail,Trail,Needs Summary,Easy,0.0,0,"Rocklin, California",4.4,126,-221,278,142,-121.2246,38.7567,Unknown,,1970-01-01 00:00:00,0.0
276,7004085,Pioneer Express Trail,Trail,A foot and hoof trail connecting Beeks Bight to the Auburn State Recreation Area,Easy/Intermediate,3.3,3,"Auburn, California",18.7,925,-816,660,470,-121.1705,38.7211,All Clear,Mostly Dry,2019-12-30 16:49:29,9.899999999999999
277,7024645,Mormon Island Cove Trail,Trail,The main route connecting the Mormon Island Cove and Browns Ravine Trailheads.,Easy/Intermediate,3.8,4,"El Dorado Hills, California",2.4,77,-73,507,475,-121.1102,38.7027,Unknown,,1970-01-01 00:00:00,15.2
278,7005509,Granite Bay Trail,Connector,,Easy/Intermediate,0.0,0,"Granite Bay, California",0.6,88,-9,583,496,-121.1513,38.7406,Unknown,,1970-01-01 00:00:00,0.0
279,7085602,Brown's Ravine Trail,Trail,Needs Summary,Easy/Intermediate,0.0,0,"El Dorado Hills, California",10.9,660,-689,590,476,-121.0934,38.7115,Unknown,,1970-01-01 00:00:00,0.0
280,7085477,Doton's Cove Trail,Trail,A starter-friendly nature trail.,Easy,3.0,1,"Granite Bay, California",1.0,100,-78,518,468,-121.1326,38.7691,Unknown,,1970-01-01 00:00:00,3.0
281,7089766,Los Lagos Trail,Trail,Another interesting connector trail for stitching together routes in Folsom Lake State Rec Area.,Intermediate,3.0,1,"Granite Bay, California",1.3,82,-111,571,484,-121.1337,38.7725,All Clear,Mostly Dry,2019-12-30 16:49:29,3.0
282,7039703,Traylor Ranch Road,Connector,,Easy,0.0,0,"Loomis, California",0.4,29,0,428,399,-121.2094,38.848,Unknown,,1970-01-01 00:00:00,0.0
283,7039704,Duck Pond Loop,Connector,,Easy,0.0,0,"Loomis, California",0.1,2,-4,399,395,-121.2094,38.848,Unknown,,1970-01-01 00:00:00,0.0
284,7039708,Duck Pond Trail,Connector,,Easy,0.0,0,"Loomis, California",0.2,9,-1,409,400,-121.2095,38.8481,Unknown,,1970-01-01 00:00:00,0.0
285,7039705,Meadow Lark Trail,Trail,Needs Summary,Easy,0.0,0,"Loomis, California",0.2,0,-8,408,400,-121.2094,38.8494,Unknown,,1970-01-01 00:00:00,0.0
286,7039713,Connector Trail,Connector,,Easy,0.0,0,"Loomis, California",0.0,0,-2,407,405,-121.2094,38.8494,Unknown,,1970-01-01 00:00:00,0.0
287,7039706,Thistle Trail,Connector,,Easy,0.0,0,"Loomis, California",0.2,0,-11,411,400,-121.2094,38.8503,Unknown,,1970-01-01 00:00:00,0.0
288,7039696,Spine Overlook Trail,Connector,,Easy,0.0,0,"Loomis, California",0.4,18,-4,430,412,-121.2094,38.8503,Unknown,,1970-01-01 00:00:00,0.0
289,7039699,Raptor Loop Trail,Connector,,Easy,0.0,0,"Loomis, California",0.3,6,-10,408,399,-121.2058,38.8485,Unknown,,1970-01-01 00:00:00,0.0
290,7039695,Delmar Trail,Connector,,Easy,0.0,0,"Loomis, California",0.6,12,-11,419,407,-121.2079,38.8503,Unknown,,1970-01-01 00:00:00,0.0
291,7039701,Old Barn Cutoff Trail,Connector,,Easy,0.0,0,"Loomis, California",0.1,0,-6,411,405,-121.2057,38.8497,Unknown,,1970-01-01 00:00:00,0.0
292,7039698,Wild Turkey Trail,Connector,,Easy,0.0,0,"Loomis, California",0.5,0,-23,431,408,-121.2079,38.8537,Unknown,,1970-01-01 00:00:00,0.0
293,7089972,Rancho Seco Hiking Trail,Trail,Needs Summary,Easy,0.0,0,"Clay, California",1.2,22,-22,256,247,-121.0966,38.3404,Unknown,,1970-01-01 00:00:00,0.0
294,7046066,Sweetwater Creek Trail,Trail,A rolling trail along the shore of Folsom Lake.,Easy/Intermediate,3.5,6,"Granite Bay, California",3.1,222,-174,565,481,-121.0432,38.7712,Unknown,,1970-01-01 00:00:00,21.0
295,7023207,South Fork American River Trail,Trail,"Offering flowing trails and river vistas, this classic Sierra Foothills point-to-point trail is not to missed.",Intermediate,4.3,7,"Granite Bay, California",11.7,1652,-1397,970,501,-121.0342,38.774,Unknown,,1970-01-01 00:00:00,30.099999999999998
296,7054047,Acorn Creek Trail,Trail,Needs Summary,Easy/Intermediate,3.0,2,"Granite Bay, California",1.0,272,-11,914,652,-121.0323,38.7816,Unknown,,1970-01-01 00:00:00,6.0
297,7052396,Lodi Lake Wilderness Trail,Trail,Needs Summary,Easy,5.0,2,"Woodbridge, California",1.1,59,-59,93,53,-121.292,38.1485,Unknown,,1970-01-01 00:00:00,10.0
298,7052395,Lodi Lake Exercise Trail,Trail,Needs Summary,Easy,0.0,0,"Woodbridge, California",0.5,20,-17,67,47,-121.2957,38.1454,Unknown,,1970-01-01 00:00:00,0.0
299,7022063,Homestead Trail,Trail,"The main trail, connecting the trailhead to the homestead ruin.",Easy/Intermediate,3.7,3,"Winters, California",1.4,583,-2,815,233,-122.097,38.5119,All Clear,Some Mud,2020-01-20 10:11:04,11.100000000000001
300,7003998,Pleasants Ridge Trail,Trail,"A nice, abeit more strenuous, alternative when the Cold Canyon Trail is super busy.",Intermediate/Difficult,3.0,1,"Winters, California",1.1,1304,0,1633,328,-122.097,38.5088,Unknown,,1970-01-01 00:00:00,3.0
301,7022064,Blue Ridge Loop,Trail,This scenic trail follows the top of the ridge.,Intermediate/Difficult,3.3,3,"Winters, California",3.4,1289,-823,1539,356,-122.0969,38.5079,Unknown,,1970-01-01 00:00:00,9.899999999999999
302,7028623,Creekside Trail,Trail,Needs summary and description.,Easy,0.0,0,"Sheridan, California",2.4,338,-91,670,422,-121.2074,38.9738,Unknown,,1970-01-01 00:00:00,0.0
303,7028620,Gold Finch Trail,Trail,Needs summary and description.,Easy,0.0,0,"North Auburn, California",0.7,15,-119,559,440,-121.1992,38.9678,Unknown,,1970-01-01 00:00:00,0.0
304,7028621,Great Egret Trail,Trail,Needs summary and description.,Easy,0.0,0,"North Auburn, California",0.5,55,-57,521,464,-121.1971,38.9685,Unknown,,1970-01-01 00:00:00,0.0
305,7023224,Connector,Connector,,Easy,0.0,0,"Auburn Lake Trails, California",0.3,1,-45,802,758,-120.9835,38.8042,Unknown,,1970-01-01 00:00:00,0.0
306,7073205,Cardiac Trail,Trail,The steepest trail between Auburn and the American River.,Extremely Difficult,3.0,1,"Auburn, California",0.7,0,-687,1286,599,-121.066,38.8686,Unknown,,1970-01-01 00:00:00,3.0
307,7072975,Cardiac Bypass Trail,Trail,The Cardiac Bypass Trail must be traveled from the many other connecting trails of China Bar and beyond.,Difficult,3.0,2,"Auburn, California",1.7,47,-542,1372,843,-121.0673,38.8727,Unknown,,1970-01-01 00:00:00,6.0
308,7023226,Connector,Connector,,Easy,0.0,0,"Auburn Lake Trails, California",0.3,0,-99,751,652,-120.9818,38.8077,Unknown,,1970-01-01 00:00:00,0.0
309,7023222,Cronan Ranch Road to South Fork Connector,Connector,,Easy,0.0,0,"Auburn Lake Trails, California",0.6,59,-31,730,671,-120.9801,38.8084,Unknown,,1970-01-01 00:00:00,0.0
310,7023199,West Ravine Trail,Trail,Needs adoption!,Easy/Intermediate,3.5,2,"Auburn Lake Trails, California",1.9,22,-392,1198,828,-120.991,38.8201,All Clear,Dry,2019-11-24 05:19:55,7.0
311,7028625,Hidden Falls Lookout Spur,Connector,,Easy,0.0,0,"North Auburn, California",0.0,0,-9,596,588,-121.1781,38.9667,Unknown,,1970-01-01 00:00:00,0.0
312,7004092,Poppy Trail,Trail,Probably the most shaded trail at Hidden Falls Regional Park.,Easy/Intermediate,3.0,2,"North Auburn, California",1.2,0,-298,1045,747,-121.1635,38.9559,Unknown,,1970-01-01 00:00:00,6.0
313,7028624,Hidden Falls Access Trail,Trail,Needs summary and description.,Easy/Intermediate,0.0,0,"North Auburn, California",0.6,144,-10,733,593,-121.178,38.9673,Unknown,,1970-01-01 00:00:00,0.0
314,7023201,Long Valley Trail,Trail,Needs adoption!,Easy/Intermediate,3.5,2,"Auburn Lake Trails, California",0.9,4,-144,901,757,-120.9864,38.82,Unknown,,1970-01-01 00:00:00,7.0
315,7018799,South Legacy Way,Trail,The main trail that connects from one end of Coon Creek to the other on the south side.,Easy,4.0,1,"North Auburn, California",3.9,156,-727,984,412,-121.1644,38.9589,All Clear,Dry - Trails were in great shape. Make sure you reserve a spot online before leaving home.,2020-02-16 17:27:53,4.0
316,7073204,Shirland Canal Trail,Trail,A mostly flat trail on the downhill side of a canal.,Easy/Intermediate,3.0,2,"Auburn, California",2.4,87,-122,1354,1296,-121.0712,38.8865,Unknown,,1970-01-01 00:00:00,6.0
317,7028628,Poppy Connector,Connector,,Easy,0.0,0,"North Auburn, California",0.0,0,-11,967,956,-121.1639,38.9593,Unknown,,1970-01-01 00:00:00,0.0
318,7028626,North Legacy Way,Trail,Needs summary and description.,Easy,0.0,0,"North Auburn, California",3.5,215,-538,755,416,-121.1687,38.9643,Unknown,,1970-01-01 00:00:00,0.0
319,7071181,Western States Trail,Trail,Needs Summary,Intermediate,3.0,1,"Auburn, California",20.2,3388,-3526,1650,595,-121.0703,38.8879,Unknown,,1970-01-01 00:00:00,3.0
320,7023204,Down and Up Trail,Trail,This trail connects the West Ridge Trail to the South Fork American River Trail.,Intermediate/Difficult,3.7,3,"Auburn Lake Trails, California",1.2,84,-233,1029,800,-120.9869,38.823,Unknown,,1970-01-01 00:00:00,11.100000000000001
321,7004365,West Ridge Trail,Trail,Great views of the American River and the Cronan Ranch Valley.,Intermediate,3.5,2,"Auburn Lake Trails, California",2.3,326,-444,1235,806,-120.9882,38.8244,All Clear,Dry,2019-11-24 05:19:55,7.0
322,7023202,Hidden Valley Cutoff,Trail,Needs adoption!,Easy/Intermediate,0.0,0,"Auburn Lake Trails, California",0.9,0,-320,996,676,-120.98,38.8189,Unknown,,1970-01-01 00:00:00,0.0
323,7023200,Cronan Ranch Road,Trail,The main route from the trailhead to the South Fork American River.,Easy,3.3,3,"Auburn Lake Trails, California",1.8,33,-297,939,642,-120.9889,38.826,All Clear,Dry,2019-11-24 05:19:26,9.899999999999999
324,7043989,Olmstead - Catecraft Connector,Connector,,Easy/Intermediate,0.0,0,"Auburn, California",0.2,0,-40,1372,1332,-121.0413,38.8677,Unknown,,1970-01-01 00:00:00,0.0
325,7023203,East Ridge Trail,Trail,A gentle downhill that connects from Up Down Trail to the South Fork American River Trail.,Easy/Intermediate,3.3,3,"Auburn Lake Trails, California",1.0,8,-215,1035,828,-120.979,38.8211,Unknown,,1970-01-01 00:00:00,9.899999999999999
326,7043215,Cave Valley Alternate,Connector,,Easy/Intermediate,0.0,0,"Auburn, California",0.4,41,0,1427,1386,-121.0324,38.8733,Unknown,,1970-01-01 00:00:00,0.0
327,7043196,Knickerbocker Creek Trail,Trail,Single/doubletrack trail through rolling terrain along Knickerbocker Creek.,Easy/Intermediate,3.0,1,"Auburn, California",1.6,123,0,1518,1396,-121.0327,38.8744,Unknown,,1970-01-01 00:00:00,3.0
328,7043216,Cave Valley - Lake Loop Connector,Connector,,Easy/Intermediate,0.0,0,"Auburn, California",0.2,5,-11,1406,1395,-121.0289,38.8722,Unknown,,1970-01-01 00:00:00,0.0
329,7023205,South Fork ART Connector,Connector,,Easy,0.0,0,"Auburn Lake Trails, California",0.4,4,-44,752,712,-120.9598,38.8227,Unknown,,1970-01-01 00:00:00,0.0
330,7043198,Cave Valley Trail,Connector,,Easy/Intermediate,0.0,0,"Auburn, California",0.8,51,-100,1485,1385,-121.0238,38.8734,Unknown,,1970-01-01 00:00:00,0.0
